,Pressures,P_prime,P_star,WIDTH_sub,HEIGHT_sub,WIDTH_mem,THICKNESS_mem,WIDTH_device,HEIGHT_chamber,HEIGHT_device,Stalk_angle,mem_layer,Negative Pressure Adh Force,Pos Pressure Adh Force,Neutral Pressure Adh Force,switching_ratio
221,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,8.4969858427,2.9285214866,15,8.1526028631,13.6064629832,8.252210065,10,4.3045349121,1.6419355869,3.5558745861,2.621622277
222,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,5.5237642305,2.7683799949,15,2.3628254319,12.3397394674,-14.4559454167,10,3.5558745861,3.5558745861,3.5558745861,1
223,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,4.7951320938,2.5324698138,15,7.7291643933,12.677705348,26.7409158732,10,4.6974682808,2.3540990353,4.4434018135,1.9954420823
224,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,5.8313765697,2.5911932609,15,5.6659091119,12.8683717493,21.997988336,10,4.6320447922,2.2092962265,4.256105423,2.096615536
225,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,7.1775695731,0.7687101883,15,6.4395573907,13.0402482372,-37.3949803408,10,4.7743515968,1.1442104578,4.0199394226,4.1726166408
226,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,4.7969264599,2.3255172611,15,4.3011725758,13.0394774192,31.4781188549,10,4.6285634041,2.3153216839,4.3694047928,1.9991016524
227,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,7.1131311927,0.3799408685,15,5.1432988606,12.3616110664,40.5096011921,10,3.7908551693,1.2520025969,3.3546655178,3.0278333119
228,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,9.6689742341,1.2034385518,15,6.3993599494,13.7884480795,47.0402134453,10,3.3850622177,0.6677538753,2.3813712597,5.0693262041
229,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,4.2679148148,2.2576501847,15,9.5696575588,13.2992719263,-24.4087200418,10,5.0972528458,2.4081737995,4.9671187401,2.1166465837
230,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,6.0104752814,0.161996631,15,4.4812642831,13.9716412262,-28.286057065,10,4.9250907898,1.6064996719,4.5069651604,3.0657278528
231,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,8.2354766821,0.0411252864,15,3.0224192044,13.4176445094,-44.684452329,10,3.3414018154,0.4495407939,3.5268344879,7.4329223527
232,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,8.2230475719,2.9593654702,15,7.3865302441,13.6338389219,5.6436212378,10,4.37566185,1.7243983746,3.6650578976,2.5375005651
233,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,6.2330892352,1.157787227,15,3.9002761592,12.9243622836,7.5582753658,10,4.6948447227,1.9085491896,4.2811040878,2.4599023952
234,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,4.8356919649,0.2671402398,15,7.9252955031,12.3247722497,-11.4878909897,10,4.9503383636,2.1039471626,4.8482785225,2.3528815037
235,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,9.516553394,2.0764426337,15,5.5933883002,11.1053110096,3.2467380632,10,4.1168832779,1.0765410662,3.1651015282,3.8241767149
236,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,8.5752996355,0.8358797947,15,3.031567357,14.7682731221,2.5051092523,10,4.2720050812,1.0376394987,3.526068449,4.1170416956
237,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,4.620028866,0.1706571047,15,8.8231654372,14.4488051724,15.7876393927,10,4.733748436,2.1101911068,4.563062191,2.2432794929
238,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,3.2292163349,0.6608130371,15,5.4284666601,13.2233624914,-27.9021262334,10,5.271150589,2.4219305515,5.1600375175,2.1764251604
239,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,6.2940420033,1.8107154543,15,2.3542300269,12.9998269623,36.6199428726,10,4.3736329079,1.942532897,3.9213452339,2.2515103423
240,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,8.7488177807,0.9131185659,15,5.8185910643,11.7982107887,-8.9042873602,10,1.5101963282,0.9507235885,3.5773751736,1.5884704519
241,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,3.8451225503,1.8837274133,15,8.5402831104,14.9234928374,-40.1766587035,10,5.2317619324,2.2414200306,4.9742512703,2.334128303
242,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,8.6115216286,1.7402828919,15,5.5017303986,11.479047769,-20.3785553348,10,4.4260849953,1.2129640579,3.6442306042,3.648982809
243,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,6.7611682257,0.4205277585,15,7.8945384434,12.0169396505,-41.290491257,10,4.8180932999,0.9611425996,3.946819067,5.012880817
244,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,9.2600561494,2.0987703623,15,4.3069845533,13.0906882106,5.6747003813,10,4.1801424026,1.1760523319,3.2421803474,3.5543846895
245,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,6.1019349536,2.3564241629,15,7.1235273613,11.7225138922,-45.5899338226,10,4.9838171005,1.7671010494,4.4401073456,2.8203350918
246,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,9.0722236433,1.509924368,15,3.9609369536,14.7121286396,-26.0938251085,10,4.354268074,0.954685688,3.4390692711,4.5609441188
247,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,7.0930998854,1.4082476397,15,5.3552623806,12.2588558098,22.4284509868,10,4.3984913826,1.7016403675,3.8603622913,2.5848536898
248,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,7.2184547088,2.660956216,15,8.6911427352,11.6379166662,14.8742299357,10,4.4839010239,1.9467829466,3.9446413517,2.3032362348
249,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,8.6926494907,1.9585447004,15,9.1085936022,12.3866498828,-31.674221406,10,4.4311919212,1.0966396332,3.5660133362,4.0407001418
250,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,3.9475499844,0.9000664576,15,3.4007004129,13.7352806609,8.9462463197,10,4.9660110474,2.3639523983,4.7910790443,2.1007237925
251,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,5.2096111326,0.8674137404,15,6.8054639196,11.7115751177,8.2042044058,10,4.8124279976,2.1410396099,4.5498828888,2.2477061962
252,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,4.0682575633,2.9912277744,15,7.6993974815,13.6785583588,-21.2821975666,10,5.0705723763,2.5139212608,4.9349780083,2.0169972923
253,"[-0.005, 0.005, 0]",-0.004,-0.004,30,1,8.5711749325,1.3156534525,15,7.0318430737,13.9750756688,-48.2063625592,10,4.5269994736,0.5351127386,3.3326406479,8.4598985353
